hhid,caso,p10d01,p10d03,p10d04,p10d06,p10e05a
4865.0,2.0,,,,,
4865.0,3.0,no,,,,
4865.0,4.0,no,,,,
4865.0,5.0,no,,,,
4865.0,6.0,,,,,
4866.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4866.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4866.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4866.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4866.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4866.0,6.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4866.0,7.0,,,,,si
4866.0,8.0,,,,,
4866.0,9.0,,,,,
4867.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4867.0,2.0,,,,,
4867.0,3.0,,,,,
4868.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4868.0,2.0,,,,,
4869.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4869.0,2.0,,,,,
4869.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4869.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4869.0,5.0,no,,,,
4869.0,6.0,,,,,si
4869.0,7.0,,,,,
4869.0,9.0,no,,,,
4869.0,10.0,,,,,
4870.0,1.0,si, trab. de los servicios y vend. de comercios y mercados," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,
4870.0,2.0,no,,,,
4870.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4870.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4870.0,5.0,,,,,
4870.0,6.0,,,,,
4871.0,1.0,no,,,,
4871.0,2.0,,,,,
4871.0,3.0,no,,,,
4871.0,4.0,no,,,,
4871.0,5.0,,,,,
4872.0,1.0,no,,,,
4872.0,2.0,,,,,
4872.0,3.0,,,,,
4872.0,4.0,,,,,
4873.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4873.0,2.0,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como jornalero o peon,
4873.0,3.0,no,,,,
4873.0,4.0,no,,,,
4873.0,5.0,no,,,,
4873.0,6.0,,,,,
4873.0,7.0,,,,,
4874.0,1.0,,,,,
4874.0,2.0,no,,,,
4874.0,3.0,no,,,,
4875.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4875.0,2.0,,,,,
4875.0,3.0,no,,,,
4875.0,4.0,no,,,,
4876.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4876.0,2.0,,,,,
4876.0,3.0,no,,,,
4876.0,4.0,no,,,,
4876.0,5.0,,,,,
4877.0,1.0,no,,,,
4877.0,2.0,,,,,
4877.0,3.0,no,,,,
4877.0,4.0,no,,,,
4877.0,5.0,no,,,,
4877.0,6.0,,,,,
4878.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4878.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4878.0,3.0,no,,,,
4878.0,4.0,,,,,
4879.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4879.0,2.0,,,,,
4879.0,3.0,,,,,
4880.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,trabajador por su cuenta o en su finca,
4880.0,2.0,,,,,
4881.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4881.0,2.0,,,,,
4881.0,3.0,no,,,,
4881.0,4.0,no,,,,
4881.0,5.0,no,,,,
4881.0,6.0,,,,,
4881.0,7.0,,,,,
4882.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4882.0,2.0,,,,,
4882.0,3.0,,,,,
4882.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4882.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4882.0,6.0,,,,,
4882.0,7.0,,,,,
4882.0,11.0,no,,,,
4882.0,12.0,,,,,
4883.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4883.0,2.0,,,,,
4884.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4884.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4884.0,3.0,,,,,
4885.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,
4885.0,2.0,,,,,
4886.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4886.0,2.0,,,,,
4886.0,3.0,no,,,,
4886.0,4.0,,,,,
4886.0,5.0,no,,,,
4887.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4887.0,2.0,,,,,
4888.0,1.0,no,,,,
4888.0,2.0,no,,,,
4888.0,3.0,,,,,
4888.0,4.0,,,,,
4888.0,5.0,,,,,
4889.0,1.0,no,,,,
4889.0,2.0,,,,,
4890.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como empleado u obrero de una empresa privada,
4890.0,2.0,no,,,,
4891.0,1.0,si, operadores de instalaciones y maquinas y montadores," transporte, almacenamiento y comunicaciones",como empleado u obrero de una empresa privada,
4891.0,2.0,,,,,
4891.0,3.0,,,,,
4891.0,4.0,,,,,
4892.0,1.0,,,,,
4892.0,2.0,si," profesionales, cientificos  e  intelectuales"," electricidad, gas y agua",como empleado u obrero de una empresa privada,
4892.0,3.0,,,,,
4893.0,1.0,no,,,,
4893.0,2.0,,,,,
4893.0,3.0,,,,,
4894.0,1.0,,,,,
4894.0,2.0,no,,,,
4894.0,3.0,no,,,,
4894.0,4.0,no,,,,
4894.0,5.0,si," profesionales, cientificos  e  intelectuales", enseÑanza,como empleado u obrero de una empresa privada,
4894.0,6.0,no,,,,
4895.0,1.0,no,,,,
4895.0,2.0,no,,,,
4895.0,3.0,,,,,
4895.0,4.0,no,,,,
4895.0,6.0,no,,,,
4896.0,1.0,no,,,,
4896.0,2.0,no,,,,
4896.0,3.0,,,,,
4896.0,4.0,,,,,
4896.0,5.0,,,,,
4897.0,1.0,no,,,,
4898.0,1.0,,,,,
4898.0,2.0,no,,,,
4898.0,3.0,no,,,,
4898.0,4.0,,,,,
4899.0,1.0,no,,,,
4899.0,2.0,,,,,
4899.0,3.0,,,,,
4899.0,4.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,como empleado u obrero de una empresa privada,
4899.0,5.0,,,,,
4900.0,1.0,no,,,,
4900.0,2.0,,,,,
4900.0,3.0,no,,,,
4900.0,4.0,,,,,
4900.0,5.0,,,,,
4900.0,7.0,,,,,
4900.0,8.0,no,,,,
4901.0,1.0,no,,,,
4901.0,2.0,,,,,
4901.0,3.0,,,,,
4901.0,4.0,,,,,
4902.0,1.0,no,,,,
4902.0,2.0,no,,,,
4902.0,3.0,no,,,,
4902.0,4.0,,,,,
4902.0,5.0,,,,,
4903.0,1.0,no,,,,
4903.0,2.0,no,,,,
4903.0,3.0,,,,,
4903.0,4.0,,,,,
4903.0,5.0,no,,,,
4904.0,1.0,no,,,,
4904.0,2.0,no,,,,
4904.0,3.0,,,,,
4904.0,4.0,,,,,
4905.0,1.0,no,,,,
4905.0,2.0,,,,,
4905.0,3.0,,,,,
4905.0,4.0,,,,,
4905.0,5.0,,,,,
4905.0,6.0,,,,,
4906.0,1.0,no,,,,
4906.0,2.0,no,,,,
4906.0,3.0,no,,,,
4906.0,4.0,no,,,,
4906.0,5.0,no,,,,
4906.0,6.0,si, trabajadores no calificados, comercio,como jornalero o peon,
4906.0,7.0,,,,,
4906.0,8.0,si, operadores de instalaciones y maquinas y montadores, comercio,como empleado u obrero de una empresa privada,
4906.0,9.0,no,,,,
4907.0,1.0,no,,,,
4907.0,2.0,,,,,
4907.0,3.0,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como empleado u obrero de una empresa privada,
4907.0,4.0,,,,,
4908.0,1.0,no,,,,
4908.0,2.0,,,,,
4908.0,3.0,,,,,
4908.0,5.0,no,,,,
4909.0,1.0,no,,,,
4909.0,2.0,,,,,
4909.0,3.0,,,,,si
4909.0,4.0,no,,,,
4909.0,5.0,no,,,,
4909.0,6.0,,,,,
4909.0,8.0,,,,,
4910.0,1.0,no,,,,
4910.0,2.0,si, trab. de los servicios y vend. de comercios y mercados, comercio,trabajador por su cuenta o en su finca,
4910.0,3.0,,,,,
4910.0,4.0,no,,,,
4910.0,5.0,no,,,,
4910.0,6.0,,,,,
4911.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4911.0,2.0,,,,,
4912.0,1.0,no,,,,
4912.0,2.0,no,,,,
4912.0,3.0,no,,,,
4912.0,4.0,,,,,
4912.0,5.0,,,,,
4912.0,6.0,,,,,
4912.0,7.0,no,,,,
4913.0,1.0,no,,,,
4913.0,2.0,,,,,
4913.0,3.0,si, trabajadores no calificados, comercio,como empleado u obrero de una empresa privada,
4913.0,4.0,,,,,
4914.0,1.0,,,,,
4914.0,2.0,no,,,,
4914.0,3.0,,,,,
4914.0,4.0,,,,,no
4915.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, comercio,como empleado u obrero de una empresa privada,
4915.0,2.0,no,,,,
4916.0,1.0,no,,,,
4916.0,2.0,no,,,,
4916.0,3.0,no,,,,
4916.0,4.0,no,,,,
4916.0,5.0,no,,,,
4916.0,6.0,no,,,,
4916.0,7.0,,,,,
4917.0,1.0,no,,,,
4917.0,2.0,,,,,
4917.0,3.0,no,,,,
4917.0,4.0,no,,,,
4917.0,5.0,,,,,
4917.0,6.0,no,,,,
4917.0,10.0,,,,,
4918.0,1.0,no,,,,
4918.0,2.0,no,,,,
4918.0,3.0,si, trabajadores no calificados, comercio,como empleado u obrero de una empresa privada,
4918.0,4.0,,,,,
4918.0,5.0,no,,,,
4918.0,6.0,,,,,
4919.0,1.0,no,,,,
4919.0,2.0,,,,,
4919.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4919.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4919.0,5.0,,,,,
4919.0,6.0,,,,,
4919.0,7.0,,,,,
4920.0,1.0,no,,,,
4920.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,
4920.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4920.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4921.0,1.0,no,,,,
4921.0,2.0,no,,,,
4921.0,3.0,,,,,
4922.0,1.0,no,,,,
4922.0,2.0,,,,,
4922.0,5.0,,,,,
4923.0,1.0,no,,,,
4923.0,2.0,no,,,,
4923.0,3.0,no,,,,
4923.0,4.0,no,,,,
4923.0,5.0,no,,,,
4923.0,6.0,no,,,,
4923.0,7.0,no,,,,
4924.0,1.0,no,,,,
4924.0,2.0,,,,,
4924.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4924.0,4.0,no,,,,
4925.0,1.0,no,,,,
4925.0,2.0,,,,,
4926.0,1.0,no,,,,
4926.0,2.0,,,,,
4927.0,1.0,no,,,,
4927.0,2.0,no,,,,
4927.0,3.0,,,,,
4928.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4928.0,2.0,,,,,
4929.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como empleado u obrero de una empresa privada,
4929.0,2.0,no,,,,
4929.0,3.0,,,,,
4929.0,4.0,,,,,
4929.0,5.0,,,,,
4929.0,6.0,,,,,
4930.0,1.0,no,,,,
4930.0,2.0,,,,,
4930.0,3.0,,,,,
4930.0,4.0,,,,,
4930.0,8.0,,,,,
4931.0,1.0,no,,,,
4931.0,2.0,no,,,,
4931.0,3.0,no,,,,
4931.0,4.0,no,,,,
4931.0,5.0,,,,,
4932.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,
4932.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,
4932.0,3.0,,,,,
4932.0,4.0,,,,,
4933.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4933.0,2.0,no,,,,
4934.0,1.0,no,,,,
4934.0,2.0,no,,,,
4934.0,3.0,no,,,,
4934.0,4.0,,,,,
4935.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4935.0,2.0,no,,,,
4935.0,3.0,no,,,,
4935.0,4.0,no,,,,
4936.0,1.0,no,,,,
4936.0,2.0,,,,,
4936.0,3.0,,,,,
4936.0,4.0,,,,,
4936.0,5.0,,,,,
4936.0,6.0,,,,,
4937.0,1.0,no,,,,
4938.0,1.0,no,,,,
4938.0,2.0,no,,,,
4938.0,3.0,si," profesionales, cientificos  e  intelectuales", enseÑanza,como empleado u obrero de una empresa privada,
4939.0,1.0,no,,,,
4939.0,2.0,no,,,,
4939.0,3.0,no,,,,
4939.0,4.0,no,,,,
4939.0,5.0,,,,,
4939.0,6.0,,,,,
4940.0,1.0,,,,,
4940.0,2.0,si, tecnicos y profesionales de nivel medio," servicios de salud, sociales y personales",trabajador por su cuenta o en su finca,
4940.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4941.0,1.0,no,,,,
4941.0,2.0,no,,,,
4941.0,3.0,,,,,no
4942.0,1.0,no,,,,
4942.0,2.0,no,,,,
4942.0,3.0,,,,,
4942.0,4.0,,,,,
4942.0,5.0,,,,,
4942.0,6.0,,,,,
4942.0,7.0,,,,,
4942.0,8.0,,,,,
4943.0,1.0,si," profesionales, cientificos  e  intelectuales", enseÑanza,como empleado u obrero de una empresa privada,
4943.0,2.0,no,,,,
4943.0,3.0,,,,,
4944.0,1.0,,,,,
4944.0,2.0,no,,,,
4944.0,3.0,no,,,,
4944.0,4.0,,,,,
4945.0,1.0,no,,,,
4945.0,2.0,no,,,,
4946.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, servicios financieros,trabajador por su cuenta o en su finca,
4946.0,2.0,no,,,,
4946.0,3.0,,,,,
4946.0,4.0,,,,,si
4946.0,5.0,,,,,
4947.0,1.0,no,,,,
4947.0,2.0,,,,,
4947.0,3.0,,,,,
4947.0,4.0,,,,,
4948.0,1.0,no,,,,
4948.0,2.0,,,,,
4948.0,3.0,,,,,
4948.0,4.0,,,,,
4949.0,1.0,no,,,,
4949.0,2.0,no,,,,
4949.0,3.0,no,,,,
4949.0,4.0,no,,,,
4949.0,5.0,,,,,
4949.0,6.0,,,,,
4949.0,7.0,,,,,
4950.0,1.0,,,,,
4950.0,2.0,,,,,
4950.0,3.0,,,,,
4950.0,4.0,no,,,,
4950.0,5.0,,,,,
4950.0,6.0,,,,,si
4951.0,1.0,no,,,,
4951.0,2.0,no,,,,
4951.0,3.0,,,,,
4951.0,4.0,,,,,
4951.0,5.0,,,,,
4952.0,1.0,no,,,,
4952.0,2.0,no,,,,
4953.0,1.0,no,,,,
4953.0,2.0,no,,,,
4953.0,3.0,,,,,
4953.0,4.0,,,,,
4954.0,1.0,no,,,,
4954.0,2.0,no,,,,
4954.0,3.0,no,,,,
4955.0,1.0,si," profesionales, cientificos  e  intelectuales"," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
4955.0,2.0,,,,,
4955.0,3.0,,,,,
4955.0,4.0,,,,,
4956.0,1.0,si," profesionales, cientificos  e  intelectuales", enseÑanza,como empleado u obrero de una empresa privada,
4956.0,2.0,,,,,
4957.0,1.0,no,,,,
4957.0,2.0,no,,,,
4957.0,3.0,,,,,
4957.0,4.0,,,,,
4957.0,5.0,,,,,
4957.0,6.0,,,,,
4958.0,1.0,no,,,,
4958.0,2.0,no,,,,
4958.0,3.0,,,,,
4959.0,1.0,no,,,,
4959.0,2.0,,,,,
4960.0,1.0,no,,,,
4960.0,2.0,no,,,,
4960.0,3.0,no,,,,
4960.0,4.0,,,,,
4960.0,5.0,,,,,
4961.0,1.0,no,,,,
4961.0,2.0,,,,,
4961.0,3.0,,,,,
4961.0,4.0,,,,,
4962.0,1.0,no,,,,
4962.0,2.0,si, operarios y artesanos de artes mecanicas y otros oficios, industria manufacturera,como empleado u obrero de una empresa privada,
4962.0,3.0,no,,,,
4962.0,4.0,,,,,
4963.0,1.0,no,,,,
4963.0,2.0,no,,,,
4964.0,1.0,no,,,,
4964.0,2.0,no,,,,
4964.0,3.0,no,,,,
4964.0,4.0,,,,,
4964.0,5.0,,,,,
4964.0,6.0,no,,,,
4964.0,7.0,,,,,
4965.0,1.0,no,,,,
4965.0,2.0,no,,,,
4965.0,3.0,,,,,
4965.0,6.0,,,,,
4965.0,7.0,,,,,
4966.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4966.0,2.0,no,,,,
4966.0,3.0,no,,,,
4966.0,4.0,no,,,,
4967.0,1.0,no,,,,
4967.0,2.0,no,,,,
4967.0,3.0,,,,,
4967.0,4.0,,,,,
4967.0,5.0,no,,,,
4968.0,1.0,no,,,,
4968.0,2.0,no,,,,
4968.0,3.0,,,,,
4968.0,4.0,,,,,
4968.0,5.0,,,,,
4968.0,6.0,,,,,
4968.0,7.0,,,,,
4968.0,8.0,,,,,
4968.0,9.0,,,,,
4969.0,1.0,no,,,,
4969.0,2.0,no,,,,
4969.0,3.0,,,,,
4970.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4970.0,2.0,no,,,,
4971.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4971.0,2.0,no,,,,
4971.0,3.0,no,,,,
4971.0,4.0,,,,,
4971.0,5.0,,,,,
4972.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4972.0,2.0,no,,,,
4973.0,1.0,no,,,,
4973.0,2.0,no,,,,
4973.0,3.0,no,,,,
4974.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4974.0,2.0,no,,,,
4974.0,3.0,no,,,,
4974.0,4.0,no,,,,
4974.0,5.0,no,,,,
4974.0,6.0,no,,,,
4975.0,1.0,,,,,
4975.0,2.0,,,,,
4975.0,3.0,,,,,
4975.0,4.0,,,,,
4975.0,5.0,,,,,
4975.0,8.0,,,,,
4975.0,9.0,,,,,
4976.0,1.0,no,,,,
4976.0,2.0,,,,,
4976.0,3.0,,,,,
4976.0,4.0,,,,,
4976.0,6.0,no,,,,
4976.0,7.0,no,,,,
4976.0,8.0,no,,,,
4976.0,9.0,no,,,,
4976.0,10.0,,,,,
4977.0,1.0,no,,,,
4977.0,2.0,no,,,,
4977.0,3.0,,,,,
4977.0,4.0,,,,,
4977.0,5.0,,,,,
4977.0,6.0,,,,,
4977.0,7.0,,,,,
4977.0,8.0,,,,,
4978.0,1.0,no,,,,
4978.0,2.0,no,,,,
4978.0,3.0,,,,,
4978.0,4.0,,,,,
4978.0,5.0,,,,,
4979.0,1.0,no,,,,
4979.0,2.0,,,,,
4979.0,3.0,no,,,,
4979.0,4.0,no,,,,
4979.0,5.0,,,,,
4979.0,6.0,,,,,
4979.0,7.0,,,,,
4980.0,1.0,no,,,,
4980.0,2.0,no,,,,
4980.0,3.0,no,,,,
4980.0,4.0,no,,,,
4981.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, industria manufacturera,trabajador por su cuenta o en su finca,
4982.0,1.0,no,,,,
4982.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
4982.0,3.0,no,,,,
4982.0,4.0,,,,,
4983.0,1.0,no,,,,
4983.0,2.0,no,,,,
4983.0,3.0,no,,,,
4984.0,1.0,no,,,,
4984.0,2.0,,,,,
4985.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4985.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4985.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
4985.0,4.0,,,,,
4985.0,5.0,,,,,
4985.0,6.0,,,,,
4986.0,1.0,no,,,,
4987.0,1.0,no,,,,
4987.0,2.0,,,,,
4988.0,1.0,,,,,
4988.0,2.0,,,,,
4988.0,3.0,,,,,
4988.0,4.0,,,,,
4989.0,1.0,,,,,
4990.0,1.0,no,,,,
4990.0,2.0,,,,,
4991.0,1.0,si, operarios y artesanos de artes mecanicas y otros oficios, comercio,como ayudante o trabajador familiar sin remuneracion,
4991.0,2.0,no,,,,
4991.0,3.0,,,,,
4991.0,4.0,,,,,no
4992.0,1.0,no,,,,
4992.0,2.0,si, trab. de los servicios y vend. de comercios y mercados, industria manufacturera,como empleado u obrero de una empresa privada,
4992.0,3.0,no,,,,
4992.0,4.0,,,,,
4992.0,5.0,,,,,
4993.0,1.0,si, trab. de los servicios y vend. de comercios y mercados, industria manufacturera,trabajador por su cuenta o en su finca,
4993.0,2.0,si, trab. de los servicios y vend. de comercios y mercados, industria manufacturera,como ayudante o trabajador familiar sin remuneracion,
4993.0,3.0,,,,,
4994.0,1.0,,,,,
4994.0,2.0,,,,,
4995.0,1.0,no,,,,
4995.0,2.0,no,,,,
4996.0,1.0,no,,,,
4996.0,2.0,,,,,
4996.0,3.0,,,,,
4997.0,1.0,no,,,,
4997.0,2.0,no,,,,
4997.0,3.0,no,,,,
4997.0,4.0,no,,,,
4997.0,5.0,,,,,
4998.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
4998.0,2.0,no,,,,
4998.0,3.0,no,,,,
4998.0,4.0,no,,,,
4998.0,5.0,,,,,
4998.0,6.0,,,,,
4998.0,7.0,,,,,
4999.0,1.0,no,,,,
4999.0,2.0,,,,,
4999.0,3.0,no,,,,
4999.0,4.0,no,,,,
4999.0,5.0,,,,,
4999.0,6.0,,,,,
4999.0,7.0,,,,,
4999.0,8.0,,,,,
5000.0,1.0,no,,,,
5001.0,1.0,no,,,,
5001.0,2.0,no,,,,
5001.0,3.0,no,,,,
5001.0,4.0,,,,,
5001.0,5.0,,,,,
5001.0,6.0,,,,,
5001.0,8.0,no,,,,
5001.0,9.0,,,,,
5002.0,1.0,no,,,,
5002.0,2.0,no,,,,
5002.0,3.0,,,,,
5002.0,4.0,,,,,
5002.0,5.0,,,,,
5002.0,6.0,,,,,
5003.0,1.0,no,,,,
5003.0,2.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
5003.0,3.0,no,,,,
5003.0,4.0,,,,,
5003.0,5.0,,,,,
5004.0,1.0,si, agricultores y trab. calificados agropecuarios y pesqueros," agricultura, ganaderia, caza y pesca",trabajador por su cuenta o en su finca,
5004.0,2.0,,,,,
5004.0,3.0,,,,,
5004.0,4.0,,,,,
5005.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,
5005.0,2.0,,,,,
5005.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,
5005.0,4.0,,,,,
5005.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,
5005.0,6.0,,,,,
5005.0,8.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,
5005.0,9.0,,,,,
5006.0,1.0,no,,,,
5006.0,2.0,,,,,
5006.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5006.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5006.0,5.0,no,,,,
5006.0,6.0,,,,,
5006.0,7.0,,,,,
5007.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
5007.0,2.0,si, trabajadores no calificados, industria manufacturera,trabajador por su cuenta o en su finca,
5007.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como jornalero o peon,
5007.0,4.0,,,,,
5007.0,5.0,,,,,
5007.0,6.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como ayudante o trabajador familiar sin remuneracion,
5007.0,7.0,,,,,
5007.0,8.0,,,,,
5008.0,1.0,si, trabajadores no calificados," servicios de salud, sociales y personales",como empleado u obrero de una empresa privada,
5008.0,2.0,no,,,,
5008.0,3.0,,,,,
5008.0,4.0,,,,,
5008.0,5.0,,,,,
5008.0,6.0,,,,,
5009.0,1.0,no,,,,
5009.0,2.0,,,,,
5010.0,1.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,
5010.0,2.0,,,,,
5010.0,3.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,
5010.0,4.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,
5010.0,5.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,
5010.0,6.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,
5011.0,1.0,no,,,,
5011.0,2.0,,,,,
5012.0,1.0,no,,,,
5012.0,2.0,no,,,,
5012.0,3.0,no,,,,
5012.0,4.0,no,,,,
5012.0,5.0,no,,,,
5012.0,6.0,si, trab. de los servicios y vend. de comercios y mercados, industria manufacturera,como ayudante o trabajador familiar sin remuneracion,
5013.0,1.0,no,,,,
5013.0,2.0,no,,,,
5013.0,3.0,si, operarios y artesanos de artes mecanicas y otros oficios, construccion,como empleado u obrero de una empresa privada,
5013.0,4.0,no,,,,
5013.0,5.0,no,,,,
5013.0,6.0,,,,,
5013.0,7.0,,,,,
5013.0,8.0,,,,,
5013.0,9.0,,,,,
5014.0,1.0,no,,,,
5014.0,2.0,si, trabajadores no calificados," agricultura, ganaderia, caza y pesca",como empleado u obrero de una empresa privada,
