module,module description,variable_name,variable_description,variable_description_en,included,comments,leo comments,updated_v2,updated_v3
ECV11P10.DTA,Economic Activities.,p10b23a,1er trab - gratis,1st job - free,no,,,,
ECV11P10.DTA,Economic Activities.,p10b23b,1er trab - cuanto,1st job - how much,no,,,,
ECV11P10.DTA,Economic Activities.,p10b24a,1er trab - vivienda,1st job - housing,no,,,,
ECV11P10.DTA,Economic Activities.,p10b24b,1er trab - cuanto,1st job - how much,no,,,,
ECV11P10.DTA,Economic Activities.,p10b25a,1er trab - uniforme,1st job - uniform,no,,,,
ECV11P10.DTA,Economic Activities.,p10b25b,1er trab - cuanto,1st job - how much,no,,,,
ECV11P10.DTA,Economic Activities.,p10b26a,1er trab - transpor,1st job - transport,no,,,,
ECV11P10.DTA,Economic Activities.,p10b26b,1er trab - cuanto,1st job - how much,no,,,,
ECV11P10.DTA,Economic Activities.,p10b27a,1er trab - aguinald,1st job - bonus,no,,,,
ECV11P10.DTA,Economic Activities.,p10b27b,1er trab - cuanto,1st job - how much,no,,,,
ECV11P10.DTA,Economic Activities.,p10b28a,1er trab - vacacion,1st job - vacation,no,,,,
ECV11P10.DTA,Economic Activities.,p10b28b,1er trab - cuanto,1st job - how much,no,,,,
ECV11P10.DTA,Economic Activities.,p10b29,1er trab - depto,1st job - department,no,,,,
ECV11P10.DTA,Economic Activities.,p10b29b,1er trab - muni,1st job - muni,no,,,,
ECV11P10.DTA,Economic Activities.,p10b30,1er trab - donde,1st job - where,no,,,,
ECV11P10.DTA,Economic Activities.,p10b31a,1er trab - trans-1,1st job - trans-1,no,,,,
ECV11P10.DTA,Economic Activities.,p10b31b,1er trab - trans-2,1st job - trans-2,no,,,,
ECV11P10.DTA,Economic Activities.,p10b32,1er trab - etapas,1st job - stages,no,,,,
ECV11P10.DTA,Economic Activities.,p10b33,1er trab - tiempo,1st job - time,no,,,,
ECV11P10.DTA,Economic Activities.,p10b34,1er trab - veces,1st job - times,no,,,,
ECV11P10.DTA,Economic Activities.,p10c01,2do trab - tiene s/n,2nd job - has s/n,no,,,,
ECV11P10.DTA,Economic Activities.,p10c02,2do trab - ocupacion,2nd job - occupation,no,,,,
ECV11P10.DTA,Economic Activities.,p10c03,2do trab - actividad,2nd job - activity,no,,,,
ECV11P10.DTA,Economic Activities.,p10c04,2do trab - anios,2nd job - years,no,,,,
ECV11P10.DTA,Economic Activities.,p10c05,2do trab - meses,2nd job - months,no,,,,
ECV11P10.DTA,Economic Activities.,p10c06,2do trab - diasmes,2nd job - diasmes,no,,,,
ECV11P10.DTA,Economic Activities.,p10c07,2do trab - diasem,2nd job - diasem,no,,,,
ECV11P10.DTA,Economic Activities.,p10c08,2do trab - horsem,2nd job - horsem,no,,,,
ECV11P10.DTA,Economic Activities.,p10c09,2do trab - hordia,2nd job - hordia,no,,,,
ECV11P10.DTA,Economic Activities.,p10c10a,2do trab - ampm-1,2nd job - ampm-1,no,,,,
ECV11P10.DTA,Economic Activities.,p10c10b,2do trab - hora-1,2nd job - hour-1,no,,,,
ECV11P10.DTA,Economic Activities.,p10c10c,2do trab - ampm-2,2nd job - ampm-2,no,,,,
ECV11P10.DTA,Economic Activities.,p10c10d,2do trab - hora-2,2nd job - hour-2,no,,,,
ECV11P10.DTA,Economic Activities.,p10c11,2do trab - tamaÑo,2nd job - size,no,,,,
ECV11P10.DTA,Economic Activities.,p10c12,2do trab - categoria,2nd job - category,no,,,,
ECV11P10.DTA,Economic Activities.,p10c13a,2do trab - ingreso,2nd job - income,no,,,,
ECV11P10.DTA,Economic Activities.,p10c13b,2do trab - frecuen,2nd job - frequent,no,,,,
ECV11P10.DTA,Economic Activities.,p10c13c,2do trab - veces,2nd job - times,no,,,,
ECV11P10.DTA,Economic Activities.,p10c14a,2do trab - bono14,2nd job - bonus14,no,,,,
ECV11P10.DTA,Economic Activities.,p10c14b,2do trab - cuanto,2nd job - how much,no,,,,
ECV11P10.DTA,Economic Activities.,p10c15a,2do trab - propinas,2nd job - tips,no,,,,
ECV11P10.DTA,Economic Activities.,p10c15b,2do trab - cuanto,2nd job - how much,no,,,,
ECV11P10.DTA,Economic Activities.,p10c16,2do trab - salario,2nd job - salary,no,,,,
ECV11P10.DTA,Economic Activities.,p10c17a,2do trab - otrosbie,2nd job - othersbie,no,,,,
ECV11P10.DTA,Economic Activities.,p10c17b,2do trab - valor,2nd job - value,no,,,,
ECV11P10.DTA,Economic Activities.,p10d01,trab u12m  - tuvo s/n,Worked in the last 12 months - Yes/No,yes,,,,
ECV11P10.DTA,Economic Activities.,p10d02,trab u12m  - trabdif,Worked in the last 12 months - Type of work difficulty,no,,,,
ECV11P10.DTA,Economic Activities.,p10d03,trab u12m  - codigo,Worked in the last 12 months - Occupation code,yes,,,,
ECV11P10.DTA,Economic Activities.,p10d04,trab u12m  - rama,Worked in the last 12 months - Industry/sector of work,yes,,,,
ECV11P10.DTA,Economic Activities.,p10d05,trab u12m  - tiempo,Worked in the last 12 months - Time spent working,no,,,,
ECV11P10.DTA,Economic Activities.,p10d06,trab u12m  - categoria,Worked in the last 12 months - Employment category,yes,,,,
ECV11P10.DTA,Economic Activities.,p10d07a,trab u12m  - ingreso,Worked in the last 12 months - Main income received,no,,,,
ECV11P10.DTA,Economic Activities.,p10d07b,trab u12m  - frec,Worked in the last 12 months - Income frequency,no,,,,
ECV11P10.DTA,Economic Activities.,p10d07c,trab u12m  - veces,Worked in the last 12 months - Number of times worked,no,,,,
ECV11P10.DTA,Economic Activities.,p10d08a,trab u12m  - bono14,Worked in the last 12 months - Received 14th salary bonus,no,,,,
ECV11P10.DTA,Economic Activities.,p10d08b,trab u12m  - cuanto,Worked in the last 12 months - Amount of salary bonus received,no,,,,
ECV11P10.DTA,Economic Activities.,p10d09a,trab u12m  - propinas,Worked in the last 12 months - Received tips,no,,,,
ECV11P10.DTA,Economic Activities.,p10d09b,trab u12m  - cuanto,Worked in the last 12 months - Amount of salary bonus received,no,,,,
ECV11P10.DTA,Economic Activities.,p10d10,trab u12m  - sueldo,Worked in the last 12 months - Salary,no,,,,
ECV11P10.DTA,Economic Activities.,p10d11a,trab u12m  - otrosbie,Worked in the last 12 months - Received other goods or benefits,no,,,,
ECV11P10.DTA,Economic Activities.,p10d11b,trab u12m  - valor,Worked in the last 12 months - Value of other goods or benefits,no,,,,
ECV11P10.DTA,Economic Activities.,p10e01a,pension alimenticia - s/n,Child support received - Yes/No,no,not sure whether it should be reserved. whether it is verifiable?,Drop,done,
ECV11P10.DTA,Economic Activities.,p10e01b,pension alimenticia - monto,Child support - Amount received,no,not sure whether it should be reserved. whether it is verifiable?,Drop,done,
ECV11P10.DTA,Economic Activities.,p10e02a,pension orfandad - s/n,Orphan’s pension - Yes/No,no,not sure whether it should be reserved. whether it is verifiable?,Keep,done,excluded because difficult to verify
ECV11P10.DTA,Economic Activities.,p10e02b,pension orfandad - monto,Orphan’s pension - Amount received,no,not sure whether it should be reserved. whether it is verifiable?,Keep,done,excluded because difficult to verify
ECV11P10.DTA,Economic Activities.,p10e03a,jubilacion - s/n,Retirement pension - Yes/No,no,not sure whether it should be reserved. whether it is verifiable?,keep,done,excluded because difficult to verify
ECV11P10.DTA,Economic Activities.,p10e03b,jubilacion - monto,Retirement pension - Amount received,no,not sure whether it should be reserved. whether it is verifiable?,keep,done,excluded because difficult to verify
ECV11P10.DTA,Economic Activities.,p10e04,ayudas en dinero institucional,Institutional monetary assistance received,no,,Drop,done,
ECV11P10.DTA,Economic Activities.,p10e05a,ayuda de gobierno s/n,Government assistance - Yes/No,yes,,Keep,done,
ECV11P10.DTA,Economic Activities.,p10e05b,ayuda de ongs s/n,NGO assistance - Yes/No,no,NGO data is usually unverifiable and is not recommended to be retained.,"You‚Äôre right, drop",,
ECV11P10.DTA,Economic Activities.,p10e05c,ayuda de ins-privadas s/n,Private institution assistance - Yes/No,no,,,,
ECV11P10.DTA,Economic Activities.,p10e05d,ayuda de iglesia s/n,Church assistance - Yes/No,no,,,,
ECV11P10.DTA,Economic Activities.,p10e05e,ayuda de otros paises s/n,Foreign country assistance - Yes/No,no,,,,
ECV11P10.DTA,Economic Activities.,p10e05f,otras ayudas s/n,Other types of assistance - Yes/No,no,,,,
ECV11P10.DTA,Economic Activities.,p10e06,total de ayuda,Total amount of assistance received,no,,,,
ECV11P10.DTA,Economic Activities.,p10e07,remesas familiares s/n,Family remittances received - Yes/No,no,,,,
ECV11P10.DTA,Economic Activities.,p10e08a,origen local s/n,Remittances from local origin - Yes/No,no,,,,
ECV11P10.DTA,Economic Activities.,p10e08b,origen  usa  s/n,Remittances from the USA - Yes/No,no,,,,
ECV11P10.DTA,Economic Activities.,p10e08c,origen mexico s/n,Remittances from Mexico - Yes/No,no,,,,
ECV11P10.DTA,Economic Activities.,p10e08d,origen cen-america s/n,Remittances from Central America - Yes/No,no,,,,
ECV11P10.DTA,Economic Activities.,p10e08e,origen otros paises s/n,Remittances from other countries - Yes/No,no,,,,
ECV11P10.DTA,Economic Activities.,p10e09,total de remesas,Total amount of remittances received,no,,,,
ECV11P10.DTA,Economic Activities.,p10e10,edad entrada mercado laboral,Age entered the labor market,no,,,,
ECV11P10.DTA,Economic Activities.,p10f01,ing. total 1ra ocupacion,Total income from first occupation,no,,,,
ECV11P10.DTA,Economic Activities.,p10f02,ing. total otras ocupaciones,Total income from other occupations,no,,,,
ECV11P10.DTA,Economic Activities.,p10f03,ing. toral por pension/jubilac,Total income from pensions or retirement,no,,,,
ECV11P10.DTA,Economic Activities.,p10f04,ing. total otras transferencia,Income from other transfers,no,,,,
ECV11P10.DTA,Economic Activities.,p10f05,ingreso total en especie,Total in-kind income,no,,,,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",region,,administrative political region,no,,,,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",depto,,department,yes,"These variables describe general characteristics of the sector, not the specific location of each household. Since they are linked by region, municipality sector number, they may approximate community conditions but may lack household-level precision.",,,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",mupio,,municipality,yes,,,,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",sector,,sector number,yes,,,,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",boleta,,ticket number,no,,,,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",c02act,"infraestructura vial, vias de c",Road infrastructure / road type,yes,,"For this whole section: We don‚Äôt need detailed info on every kind of road. But we do want presence of roads, presence of  paved roads. See the guide.","got it. then Keep this row – matches guide: presence and type of road infrastructure. the values are like footpath, dirt road, paved road",
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",c02a01,tienen esta via de comunicacion,Do they have this road?,yes,,,remained,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",c02a02a,problemas de calidad de la infr,Problems with infrastructure quality,no,,,,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",c02a02b,problemas de calidad de la infr,Problems with infrastructure quality,no,,,,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",c02a03a,lo utilizan para traer agua?,Used to fetch water?,no,,,,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",c02a03b,lo utilizan para traer leña?,Used to collect firewood?,no,,,,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",c02a03c,lo utilizan para ir al mercado?,Used to go to market?,no,,,,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",c02a03d,lo utilizan para ir a la escuel,Used to go to school?,no,,,,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",c02a03e,lo utilizan para ir al centrode,Used to go to health center?,no,,,,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",c02a03f,lo utilizan para ir a la iglesi,use to go to church,no,,,,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",c02a03g,lo utilizan para ir a reuniones,use it to go to meetings,no,,,,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",c02a03h,lo utilizan para visitar a fami,use it to visit family,no,,,,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",c02a03i,lo utilizan para ir  a los siti,Used to access public places,no,,,,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",c02a03j,lo utilizan para sacar las cose,Used to transport harvest,no,"Strongly related to agricultural production capacity, the guideline recommends ""productive access"".",We don‚Äôt need info on whether each kind of road in the community  carries harvest. See the section titled ‚ÄúCommunity characteristics ‚Äú for descriptions of what we do and don‚Äôt want in this section.,excluded,
ECOM02.DTA,"road availability and common community uses, like fetching water or going to school.",c02a03k,lo utilizan para otra cosa? cua,Used for other purposes?,no,,,,
